# Acquisizione Analog Discovery 2
# Timestamp 2024-10-08 09:40:37
# time	ch1	ch2
-4.095999999999999815e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-4.094999999999999682e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.093999999999999549e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.092999999999999416e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.092000000000000151e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-4.091000000000000018e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.089999999999999886e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.088999999999999753e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-4.087999999999999620e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-4.086999999999999487e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.086000000000000222e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-4.085000000000000089e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.083999999999999957e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.082999999999999824e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.081999999999999691e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.080999999999999558e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.079999999999999426e-03	-3.064488632720924199e-01	2.775555628279037457e+00
-4.079000000000000160e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-4.078000000000000028e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.076999999999999895e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.075999999999999762e-03	-3.074647816743514839e-01	2.775555628279037457e+00
-4.074999999999999629e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-4.073999999999999497e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-4.073000000000000231e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.072000000000000099e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.070999999999999966e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.069999999999999833e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-4.068999999999999700e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.067999999999999568e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-4.066999999999999435e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.066000000000000170e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-4.065000000000000037e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.063999999999999904e-03	-3.010306317933774123e-01	2.775555628279037457e+00
-4.062999999999999771e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.061999999999999639e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-4.060999999999999506e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-4.060000000000000241e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.059000000000000108e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-4.057999999999999975e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-4.056999999999999842e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.055999999999999710e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.054999999999999577e-03	-3.064488632720924199e-01	2.775555628279037457e+00
-4.053999999999999444e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-4.053000000000000179e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.052000000000000046e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-4.050999999999999913e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.049999999999999781e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-4.048999999999999648e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-4.047999999999999515e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.047000000000000250e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.046000000000000117e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-4.044999999999999984e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.043999999999999852e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-4.042999999999999719e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.041999999999999586e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.040999999999999454e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.040000000000000188e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.039000000000000055e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-4.037999999999999923e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.036999999999999790e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-4.035999999999999657e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.034999999999999525e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-4.033999999999999392e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.033000000000000126e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-4.031999999999999994e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.030999999999999861e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.029999999999999728e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.028999999999999596e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.027999999999999463e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-4.027000000000000197e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-4.026000000000000065e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.024999999999999932e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.023999999999999799e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-4.022999999999999667e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-4.021999999999999534e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.020999999999999401e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.020000000000000136e-03	-2.996760739236987159e-01	2.775555628279037457e+00
-4.019000000000000003e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.017999999999999870e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-4.016999999999999738e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.015999999999999605e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.014999999999999472e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-4.014000000000000207e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.013000000000000074e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.011999999999999941e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.010999999999999809e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-4.009999999999999676e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.008999999999999543e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.007999999999999410e-03	-3.010306317933774123e-01	2.775555628279037457e+00
-4.007000000000000145e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.006000000000000012e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.004999999999999880e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-4.003999999999999747e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.002999999999999614e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-4.001999999999999481e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-4.001000000000000216e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-4.000000000000000083e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.998999999999999951e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.997999999999999818e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.996999999999999685e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.995999999999999552e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.994999999999999420e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.994000000000000154e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.993000000000000022e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.991999999999999889e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.990999999999999756e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.989999999999999623e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.988999999999999491e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.988000000000000225e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-3.987000000000000093e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.985999999999999960e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.984999999999999827e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.983999999999999694e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.982999999999999562e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.981999999999999429e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.981000000000000164e-03	-3.071261422069317959e-01	2.775555628279037457e+00
-3.980000000000000031e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.978999999999999898e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.977999999999999765e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.976999999999999633e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.975999999999999500e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.975000000000000235e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.974000000000000102e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.972999999999999969e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-3.971999999999999836e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.970999999999999704e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.969999999999999571e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.968999999999999438e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.968000000000000173e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.967000000000000040e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.965999999999999907e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.964999999999999775e-03	-3.067875027395121079e-01	2.775555628279037457e+00
-3.963999999999999642e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.962999999999999509e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.962000000000000244e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.961000000000000111e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.959999999999999978e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.958999999999999846e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.957999999999999713e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.956999999999999580e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.955999999999999447e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.955000000000000182e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.954000000000000049e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.952999999999999917e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.951999999999999784e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.950999999999999651e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.949999999999999518e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.949000000000000253e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.948000000000000120e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.946999999999999988e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.945999999999999855e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.944999999999999722e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.943999999999999589e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.942999999999999457e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.942000000000000191e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.941000000000000059e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.939999999999999926e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.938999999999999793e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.937999999999999660e-03	-3.010306317933774123e-01	2.775555628279037457e+00
-3.936999999999999528e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.935999999999999395e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.935000000000000130e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.933999999999999997e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.932999999999999864e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.931999999999999731e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.930999999999999599e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.929999999999999466e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.929000000000000201e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.928000000000000068e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.926999999999999935e-03	-3.067875027395121079e-01	2.775555628279037457e+00
-3.925999999999999802e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.924999999999999670e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.923999999999999537e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.922999999999999404e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.922000000000000139e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.921000000000000006e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.919999999999999873e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.918999999999999741e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.917999999999999608e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-3.916999999999999475e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.916000000000000210e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.915000000000000077e-03	-3.067875027395121079e-01	2.775555628279037457e+00
-3.913999999999999944e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.912999999999999812e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.911999999999999679e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.910999999999999546e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.909999999999999414e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.909000000000000148e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.908000000000000015e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.906999999999999883e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.905999999999999750e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.904999999999999617e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.903999999999999918e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.902999999999999785e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.901999999999999653e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.900999999999999954e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.899999999999999821e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.898999999999999688e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.897999999999999989e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.896999999999999856e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.895999999999999724e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.895000000000000025e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.893999999999999892e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.892999999999999759e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.891999999999999627e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.890999999999999927e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.889999999999999795e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.888999999999999662e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.887999999999999963e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.886999999999999830e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.885999999999999698e-03	-3.006919923259577243e-01	2.775555628279037457e+00
-3.884999999999999998e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.883999999999999866e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.882999999999999733e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.882000000000000034e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.880999999999999901e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.879999999999999769e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.878999999999999636e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.877999999999999937e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.876999999999999804e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.875999999999999671e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.874999999999999972e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-3.873999999999999840e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.872999999999999707e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.872000000000000008e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.870999999999999875e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.869999999999999742e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.868999999999999610e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.867999999999999911e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.866999999999999778e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.865999999999999645e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.864999999999999946e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.863999999999999813e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.862999999999999681e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.861999999999999982e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.860999999999999849e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.859999999999999716e-03	-3.010306317933774123e-01	2.775555628279037457e+00
-3.859000000000000017e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-3.857999999999999884e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.856999999999999752e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-3.855999999999999619e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.854999999999999920e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.853999999999999787e-03	-3.064488632720924199e-01	2.775555628279037457e+00
-3.852999999999999654e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.851999999999999955e-03	-3.071261422069317959e-01	2.775555628279037457e+00
-3.850999999999999823e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.849999999999999690e-03	-3.064488632720924199e-01	2.775555628279037457e+00
-3.848999999999999991e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.847999999999999858e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.846999999999999725e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.846000000000000026e-03	-3.010306317933774123e-01	2.775555628279037457e+00
-3.844999999999999894e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.843999999999999761e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.842999999999999628e-03	-3.000147133911183484e-01	2.775555628279037457e+00
-3.841999999999999929e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.840999999999999796e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.839999999999999664e-03	-3.013692712607971003e-01	2.775555628279037457e+00
-3.838999999999999965e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.837999999999999832e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.836999999999999699e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.836000000000000000e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.834999999999999867e-03	-3.050943054024136680e-01	2.775555628279037457e+00
-3.833999999999999735e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.833000000000000036e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.831999999999999903e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.830999999999999770e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.829999999999999637e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.828999999999999938e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.827999999999999806e-03	-3.061102238046727320e-01	2.775555628279037457e+00
-3.826999999999999673e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.825999999999999974e-03	-3.044170264675742921e-01	2.775555628279037457e+00
-3.824999999999999841e-03	-3.067875027395121079e-01	2.775555628279037457e+00
-3.823999999999999708e-03	-3.027238291304758522e-01	2.775555628279037457e+00
-3.823000000000000009e-03	-3.020465501956364762e-01	2.775555628279037457e+00
-3.821999999999999877e-03	-3.034011080653152281e-01	2.775555628279037457e+00
-3.820999999999999744e-03	-3.047556659349939800e-01	2.775555628279037457e+00
-3.819999999999999611e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.818999999999999912e-03	-3.017079107282167882e-01	2.775555628279037457e+00
-3.817999999999999779e-03	-3.054329448698333560e-01	2.775555628279037457e+00
-3.816999999999999647e-03	-3.057715843372530440e-01	2.775555628279037457e+00
-3.815999999999999948e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.814999999999999815e-03	-3.037397475327349161e-01	2.775555628279037457e+00
-3.813999999999999682e-03	-3.064488632720924199e-01	2.775555628279037457e+00
-3.812999999999999983e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.811999999999999850e-03	-3.023851896630561642e-01	2.775555628279037457e+00
-3.810999999999999718e-03	-3.006919923259577243e-01	2.775555628279037457e+00
-3.810000000000000019e-03	-3.030624685978955402e-01	2.775555628279037457e+00
-3.808999999999999886e-03	-3.040783870001546041e-01	2.775555628279037457e+00
-3.807999999999999753e-03	-3.027238291304758522e-01	2.775555628279037457e+00
